info(0,139.2372076709383,139.2372076709383, 0.0, 3.0, 2.0, 2.0, 2.0, 2.0, 4.0, 6.0, 7.0, 110.0, 5.0, 0.0, 0.0, 0.0, 0.0, 2.0, 43.0, 191.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 51.0, 56.0, 1.0, 0.0, 3.0, 2.0, 0.0, 0.0, 5.0, 6.0, 6.0, 2.0, 3.0, 5.0, 4.0, 6.0, 9.0, 148.0, 28.0, 0.0, 0.0, 0.0, 0.0, 3.0, 33.0, 190.0, 13.0, 0.0, 0.0, 0.0, 0.0, 2.0, 31.0, 59.0, 1.0, 0.0, 2.0, 2.0, 0.0, 2.0, 7.0, 5.0, 7.0, 10.0, 4.0, 2.0, 5.0, 4.0, 4.0, 155.0, 27.0, 5.0, 0.0, 0.0, 0.0, 3.0, 15.0, 191.0, 14.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.0, 56.0, 3.0, 0.0, 0.0, 1.0, 0.0, 1.0, 6.0, 3.0, 1.0, 5.0, 4.0, 0.0, 3.0, 5.0, 8.0, 133.0, 11.0, 2.0, 0.0, 0.0, 0.0, 2.0, 20.0, 191.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 46.0, 3.0, 2.0, 0.0, 0.0, 0.0, 0.0, 7.0)
info(0,152.8953890737062,152.8953890737062, 0.0, 4.0, 3.0, 3.0, 2.0, 1.0, 2.0, 3.0, 3.0, 119.0, 9.0, 2.0, 0.0, 0.0, 0.0, 2.0, 10.0, 205.0, 7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 53.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 2.0, 5.0, 4.0, 1.0, 2.0, 3.0, 4.0, 148.0, 16.0, 5.0, 1.0, 0.0, 0.0, 1.0, 7.0, 205.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 68.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 2.0, 2.0, 2.0, 1.0, 3.0, 4.0, 3.0, 149.0, 6.0, 2.0, 0.0, 0.0, 1.0, 3.0, 14.0, 205.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14.0, 66.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 6.0, 1.0, 2.0, 2.0, 2.0, 1.0, 2.0, 3.0, 120.0, 7.0, 2.0, 1.0, 1.0, 1.0, 1.0, 7.0, 205.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 51.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0)
info(0,167.41863695538797,167.41863695538797, 0.0, 1.0, 3.0, 4.0, 31.0, 56.0, 3.0, 3.0, 0.0, 124.0, 11.0, 2.0, 6.0, 7.0, 1.0, 2.0, 14.0, 196.0, 16.0, 0.0, 0.0, 1.0, 0.0, 0.0, 11.0, 40.0, 2.0, 1.0, 2.0, 7.0, 7.0, 0.0, 1.0, 8.0, 2.0, 6.0, 47.0, 18.0, 1.0, 4.0, 6.0, 139.0, 8.0, 0.0, 2.0, 3.0, 3.0, 6.0, 20.0, 197.0, 13.0, 1.0, 0.0, 2.0, 0.0, 0.0, 14.0, 55.0, 3.0, 3.0, 2.0, 11.0, 3.0, 0.0, 1.0, 18.0, 6.0, 10.0, 7.0, 2.0, 2.0, 3.0, 10.0, 128.0, 25.0, 4.0, 1.0, 3.0, 3.0, 4.0, 18.0, 195.0, 17.0, 0.0, 0.0, 2.0, 1.0, 0.0, 14.0, 54.0, 3.0, 2.0, 3.0, 14.0, 3.0, 0.0, 1.0, 7.0, 6.0, 13.0, 1.0, 0.0, 1.0, 8.0, 7.0, 101.0, 28.0, 9.0, 1.0, 0.0, 1.0, 3.0, 8.0, 199.0, 23.0, 0.0, 0.0, 1.0, 0.0, 0.0, 6.0, 37.0, 3.0, 1.0, 3.0, 14.0, 2.0, 0.0, 1.0)
info(0,198.23975383358405,198.23975383358405, 0.0, 8.0, 15.0, 68.0, 70.0, 2.0, 0.0, 0.0, 1.0, 112.0, 81.0, 29.0, 18.0, 4.0, 0.0, 0.0, 5.0, 138.0, 94.0, 29.0, 2.0, 1.0, 4.0, 1.0, 2.0, 2.0, 34.0, 94.0, 15.0, 5.0, 19.0, 3.0, 0.0, 26.0, 9.0, 7.0, 4.0, 7.0, 12.0, 2.0, 9.0, 140.0, 12.0, 1.0, 3.0, 8.0, 2.0, 2.0, 33.0, 127.0, 20.0, 27.0, 12.0, 14.0, 38.0, 6.0, 17.0, 6.0, 14.0, 94.0, 17.0, 11.0, 30.0, 11.0, 4.0, 17.0, 3.0, 0.0, 0.0, 2.0, 31.0, 17.0, 10.0, 133.0, 38.0, 0.0, 1.0, 1.0, 5.0, 8.0, 25.0, 151.0, 30.0, 0.0, 1.0, 4.0, 56.0, 11.0, 22.0, 9.0, 1.0, 6.0, 4.0, 9.0, 86.0, 24.0, 10.0, 9.0, 13.0, 5.0, 1.0, 4.0, 11.0, 4.0, 11.0, 123.0, 11.0, 1.0, 2.0, 1.0, 3.0, 3.0, 24.0, 154.0, 19.0, 1.0, 15.0, 8.0, 2.0, 0.0, 11.0, 9.0, 3.0, 26.0, 31.0, 12.0, 16.0, 4.0, 1.0)
info(0,220.88684886158342,220.88684886158342, 0.0, 4.0, 4.0, 14.0, 7.0, 5.0, 6.0, 8.0, 3.0, 103.0, 21.0, 8.0, 2.0, 1.0, 2.0, 10.0, 24.0, 180.0, 37.0, 1.0, 0.0, 1.0, 2.0, 2.0, 27.0, 38.0, 10.0, 6.0, 6.0, 14.0, 13.0, 3.0, 5.0, 8.0, 10.0, 33.0, 5.0, 3.0, 2.0, 4.0, 5.0, 126.0, 39.0, 22.0, 3.0, 2.0, 1.0, 3.0, 16.0, 180.0, 44.0, 1.0, 0.0, 2.0, 1.0, 1.0, 25.0, 56.0, 7.0, 2.0, 3.0, 17.0, 16.0, 6.0, 14.0, 11.0, 7.0, 7.0, 4.0, 2.0, 4.0, 6.0, 6.0, 140.0, 20.0, 5.0, 3.0, 2.0, 3.0, 4.0, 19.0, 180.0, 20.0, 0.0, 0.0, 1.0, 0.0, 0.0, 35.0, 62.0, 7.0, 0.0, 1.0, 13.0, 8.0, 5.0, 15.0, 9.0, 3.0, 2.0, 2.0, 3.0, 8.0, 10.0, 6.0, 112.0, 5.0, 1.0, 1.0, 0.0, 4.0, 6.0, 45.0, 180.0, 7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 60.0, 43.0, 6.0, 3.0, 1.0, 9.0, 4.0, 3.0, 11.0)
info(0,232.9699551444349,232.9699551444349, 0.0, 4.0, 2.0, 2.0, 5.0, 3.0, 1.0, 5.0, 8.0, 140.0, 15.0, 1.0, 1.0, 1.0, 0.0, 4.0, 21.0, 181.0, 32.0, 1.0, 2.0, 2.0, 0.0, 0.0, 30.0, 45.0, 8.0, 2.0, 9.0, 6.0, 1.0, 0.0, 8.0, 7.0, 1.0, 2.0, 5.0, 2.0, 2.0, 7.0, 15.0, 156.0, 14.0, 4.0, 5.0, 1.0, 1.0, 4.0, 20.0, 181.0, 31.0, 0.0, 2.0, 5.0, 1.0, 0.0, 21.0, 62.0, 5.0, 0.0, 5.0, 15.0, 8.0, 3.0, 11.0, 8.0, 4.0, 4.0, 5.0, 3.0, 2.0, 15.0, 11.0, 134.0, 15.0, 4.0, 2.0, 1.0, 0.0, 13.0, 34.0, 181.0, 39.0, 0.0, 0.0, 4.0, 1.0, 0.0, 30.0, 61.0, 12.0, 1.0, 1.0, 14.0, 9.0, 4.0, 7.0, 6.0, 6.0, 8.0, 2.0, 2.0, 3.0, 9.0, 7.0, 73.0, 28.0, 8.0, 1.0, 0.0, 0.0, 5.0, 14.0, 180.0, 97.0, 1.0, 0.0, 1.0, 0.0, 0.0, 9.0, 55.0, 35.0, 2.0, 2.0, 8.0, 5.0, 1.0, 3.0)
info(0,234.57408211479802,234.57408211479802, 0.0, 9.0, 4.0, 14.0, 24.0, 17.0, 4.0, 2.0, 4.0, 157.0, 32.0, 7.0, 3.0, 2.0, 1.0, 0.0, 38.0, 144.0, 24.0, 1.0, 0.0, 1.0, 3.0, 6.0, 44.0, 23.0, 9.0, 3.0, 3.0, 9.0, 12.0, 9.0, 15.0, 26.0, 7.0, 7.0, 21.0, 21.0, 3.0, 1.0, 4.0, 160.0, 20.0, 1.0, 2.0, 2.0, 0.0, 1.0, 45.0, 152.0, 32.0, 6.0, 2.0, 6.0, 2.0, 2.0, 30.0, 34.0, 14.0, 10.0, 5.0, 12.0, 5.0, 5.0, 8.0, 33.0, 6.0, 2.0, 7.0, 25.0, 10.0, 1.0, 11.0, 156.0, 34.0, 1.0, 0.0, 2.0, 1.0, 3.0, 39.0, 153.0, 21.0, 2.0, 2.0, 10.0, 2.0, 4.0, 44.0, 34.0, 6.0, 3.0, 3.0, 9.0, 5.0, 5.0, 11.0, 26.0, 3.0, 1.0, 5.0, 20.0, 8.0, 5.0, 25.0, 155.0, 15.0, 0.0, 0.0, 1.0, 1.0, 2.0, 67.0, 124.0, 9.0, 3.0, 4.0, 6.0, 2.0, 3.0, 33.0, 21.0, 3.0, 6.0, 8.0, 4.0, 2.0, 5.0, 6.0)
info(0,245.73359558676546,245.73359558676546, 0.0, 4.0, 5.0, 8.0, 17.0, 18.0, 10.0, 4.0, 5.0, 87.0, 14.0, 6.0, 4.0, 3.0, 1.0, 5.0, 35.0, 162.0, 7.0, 0.0, 0.0, 0.0, 0.0, 7.0, 112.0, 47.0, 1.0, 0.0, 0.0, 4.0, 6.0, 19.0, 56.0, 9.0, 7.0, 9.0, 24.0, 23.0, 6.0, 7.0, 6.0, 134.0, 35.0, 12.0, 6.0, 2.0, 1.0, 5.0, 19.0, 172.0, 39.0, 1.0, 0.0, 0.0, 0.0, 1.0, 48.0, 58.0, 7.0, 3.0, 2.0, 6.0, 9.0, 6.0, 23.0, 13.0, 10.0, 8.0, 13.0, 18.0, 3.0, 5.0, 11.0, 142.0, 15.0, 5.0, 4.0, 3.0, 3.0, 6.0, 23.0, 172.0, 24.0, 0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 57.0, 13.0, 5.0, 1.0, 1.0, 2.0, 2.0, 11.0, 12.0, 8.0, 6.0, 5.0, 13.0, 5.0, 9.0, 8.0, 122.0, 16.0, 5.0, 3.0, 2.0, 3.0, 6.0, 32.0, 172.0, 20.0, 1.0, 0.0, 0.0, 0.0, 0.0, 42.0, 44.0, 8.0, 7.0, 3.0, 1.0, 0.0, 1.0, 9.0)
info(0,247.46514906143855,247.46514906143855, 0.0, 5.0, 11.0, 10.0, 14.0, 24.0, 2.0, 5.0, 6.0, 75.0, 32.0, 7.0, 14.0, 14.0, 2.0, 6.0, 18.0, 170.0, 38.0, 3.0, 2.0, 2.0, 0.0, 3.0, 38.0, 49.0, 10.0, 8.0, 8.0, 8.0, 4.0, 7.0, 9.0, 10.0, 11.0, 11.0, 17.0, 31.0, 6.0, 6.0, 8.0, 103.0, 35.0, 11.0, 20.0, 23.0, 3.0, 4.0, 11.0, 177.0, 47.0, 2.0, 2.0, 3.0, 1.0, 2.0, 25.0, 66.0, 8.0, 2.0, 4.0, 18.0, 7.0, 9.0, 15.0, 9.0, 6.0, 10.0, 19.0, 41.0, 18.0, 9.0, 8.0, 116.0, 14.0, 10.0, 21.0, 23.0, 5.0, 3.0, 18.0, 176.0, 18.0, 2.0, 1.0, 2.0, 1.0, 2.0, 41.0, 66.0, 6.0, 6.0, 3.0, 18.0, 6.0, 9.0, 18.0, 5.0, 1.0, 3.0, 13.0, 53.0, 21.0, 4.0, 4.0, 109.0, 9.0, 6.0, 8.0, 16.0, 6.0, 4.0, 24.0, 176.0, 11.0, 1.0, 0.0, 0.0, 0.0, 1.0, 40.0, 50.0, 6.0, 5.0, 8.0, 16.0, 4.0, 4.0, 9.0)
info(0,249.83194351403506,249.83194351403506, 0.0, 3.0, 4.0, 10.0, 16.0, 8.0, 3.0, 4.0, 2.0, 26.0, 4.0, 3.0, 15.0, 19.0, 10.0, 7.0, 18.0, 146.0, 4.0, 1.0, 4.0, 4.0, 3.0, 17.0, 141.0, 36.0, 1.0, 1.0, 3.0, 7.0, 13.0, 66.0, 85.0, 4.0, 19.0, 12.0, 5.0, 7.0, 7.0, 11.0, 1.0, 84.0, 26.0, 9.0, 38.0, 36.0, 8.0, 5.0, 13.0, 156.0, 49.0, 6.0, 10.0, 3.0, 2.0, 4.0, 65.0, 59.0, 21.0, 14.0, 19.0, 8.0, 4.0, 14.0, 30.0, 8.0, 18.0, 12.0, 8.0, 10.0, 9.0, 14.0, 9.0, 91.0, 16.0, 4.0, 12.0, 41.0, 33.0, 24.0, 32.0, 156.0, 49.0, 2.0, 1.0, 2.0, 5.0, 7.0, 55.0, 57.0, 27.0, 16.0, 6.0, 6.0, 4.0, 7.0, 37.0, 12.0, 27.0, 21.0, 12.0, 7.0, 1.0, 15.0, 18.0, 53.0, 28.0, 12.0, 16.0, 9.0, 20.0, 37.0, 18.0, 156.0, 103.0, 5.0, 4.0, 3.0, 4.0, 7.0, 12.0, 61.0, 67.0, 20.0, 8.0, 4.0, 1.0, 4.0, 17.0)
