3, 320452.1655661477, 111, 217.64650238402638, 76
3, 317645.25131201243, 110, 295.72791548989755, 81
3, 317616.60578081623, 110, 267.08238429368566, 82
3, 179137.89549779554, 62, 268.16412884649577, 111
3, 17572.319195893582, 6, 262.3451924468981, 121
3, 170439.3506894876, 59, 224.6063222618633, 155
3, 314705.50905635883, 109, 240.98132707743144, 169
3, 233914.9336530501, 81, 230.28460651984534, 195
3, 311861.9094690686, 108, 282.3774070282536, 214
3, 265674.5876603229, 92, 254.98627414039368, 230
3, 83962.22767517969, 29, 297.35332518739386, 246
3, 271501.0281072218, 94, 311.4353865571477, 278
3, 147421.06559901327, 51, 286.2865697164294, 291
3, 52214.58672539971, 18, 284.66471505966456, 293
3, 150281.66780450376, 52, 261.8931079658264, 306
3, 8937.780212391492, 3, 282.79321066814884, 307
3, 181999.3696326447, 63, 244.64259645450136, 313
3, 60840.98907766788, 21, 256.0800656044902, 326
3, 308975.5310566702, 107, 280.9946618710042, 331
3, 317621.75307896, 110, 272.2296824374594, 334
3, 8956.703756312809, 3, 301.7167545894659, 350
3, 326237.0356656901, 113, 232.52526744420703, 374
3, 349325.6437274174, 121, 241.16799124261908, 387
3, 303194.5506158154, 105, 270.00555549840084, 443
3, 49358.67624349733, 17, 313.74990039839054, 447
3, 153147.2141717016, 53, 242.44380792257823, 488
3, 291610.81888297206, 101, 226.25649161957762, 490
3, 17592.161884121953, 6, 282.18788067526924, 492
3, 283.64943151714584, 0, 283.64943151714584, 497
3, 52199.99977691849, 18, 270.0777665784431, 527
3, 242642.7515377951, 84, 303.1154895415277, 548
3, 3165.238419154522, 1, 280.2427519134081, 571
3, 14734.198322623006, 5, 309.2199864174371, 652
3, 109853.85544354728, 38, 224.0200883849482, 703
3, 257089.5713046809, 89, 324.9569202217426, 726
3, 182044.7097942983, 63, 289.98275810813305, 734
3, 216656.95150331358, 75, 282.2764602300376, 783
3, 248390.9030482314, 86, 281.27566549561305, 824
3, 72412.4834055263, 25, 287.5917244984633, 825
3, 231088.30368675475, 80, 288.65030746562525, 838
3, 233977.15887542494, 81, 292.5098288946886, 873
3, 158934.2804837085, 55, 259.5187854472196, 880
3, 115722.22861271574, 40, 322.40192307118764, 894
3, 8911.63072364149, 3, 256.64372191814863, 927
3, 233918.95226887258, 81, 234.30322234233142, 933
3, 121438.70647683533, 42, 268.8884527085535, 961
3, 262784.4476689818, 91, 249.84195004042056, 986
3, 300313.9359816694, 104, 274.38658859353893, 1038
3, 340698.1018391206, 118, 268.6131046691505, 1040
3, 135871.53992394314, 47, 276.7435636107911, 1043
3, 60832.37012011878, 21, 247.46110805538717, 1055
3, 207942.92558300588, 72, 223.23754164566498, 1065
3, 210830.94461994042, 73, 226.26091133909983, 1074
3, 83946.08957006404, 29, 281.215220071745, 1076
3, 95408.02197656511, 33, 203.16495760834349, 1085
3, 89675.38803270854, 31, 240.52234823400508, 1086
3, 86817.82150538007, 30, 267.95148814664196, 1093
3, 323370.36727733427, 112, 250.85254632951208, 1099
3, 233969.29268338167, 81, 284.6436368514146, 1116
3, 360847.624262743, 125, 223.1658576037114, 1118
3, 363781.3088130049, 126, 271.85474062447395, 1134
3, 196463.8672980649, 68, 284.16192566915083, 1154
3, 150282.36372905833, 52, 262.58903252040056, 1178
3, 182031.19764945676, 63, 276.4706132665821, 1183
3, 306059.7646272959, 106, 250.2238997378148, 1209
3, 190696.9926483251, 66, 287.27861041156547, 1238
3, 343608.86171060073, 119, 294.3773089081426, 1254
3, 37747.663677430464, 13, 242.72000329597887, 1302
3, 280147.8337413227, 97, 303.25401893462185, 1306
3, 121471.18491016439, 42, 301.36688603760035, 1310
3, 308938.60400838195, 107, 244.0676135827939, 1311
3, 32043.033497790817, 11, 308.0811581385658, 1321
3, 17590.840519784964, 6, 280.8665163382777, 1328
3, 115731.07131224242, 40, 331.24462259786196, 1334
3, 282986.8106904726, 98, 257.2353008434107, 1353
3, 184914.38613383294, 64, 274.6634304016463, 1355
3, 202258.5219001508, 70, 308.8251932728287, 1374
3, 92599.25354917292, 32, 279.39219745726615, 1382
3, 349326.2897142654, 121, 241.81397809059757, 1392
3, 60875.24157999197, 21, 290.33256792857395, 1430
3, 115678.02985281852, 40, 278.2031631739654, 1437
3, 98316.52204892694, 34, 226.66936272906403, 1444
3, 150296.81440488316, 52, 277.03970834521175, 1467
3, 26302.42507733179, 9, 337.4640721617636, 1473
3, 153217.2523632606, 53, 312.48199948157014, 1476
3, 205110.67788098493, 71, 275.98550686584974, 1478
3, 17615.69773494295, 6, 305.72373149626446, 1484
3, 101314.09015510854, 35, 339.2418016695466, 1502
3, 179191.19676366518, 62, 321.46539471613426, 1509
3, 20470.509141544517, 7, 275.53947085671774, 1510
3, 360872.8290958417, 125, 248.37069070242566, 1561
3, 291606.7447488879, 101, 222.1823575354263, 1577
3, 109900.57508257595, 38, 270.7397274136177, 1579
3, 199331.4443619525, 69, 266.74332231566734, 1641
3, 52128.03561411324, 18, 198.1136037731887, 1649
3, 20462.663525678905, 7, 267.69385499110734, 1654
3, 58002.1516613872, 20, 302.2383165649253, 1673
3, 239797.88956163786, 83, 343.2491806253877, 1696
3, 124326.80450003615, 43, 271.99080866823425, 1713
3, 320458.56816552486, 111, 224.04910176119876, 1716
3, 101267.49489792569, 35, 292.6465444866896, 1722
3, 86812.4095380679, 30, 262.53952083448314, 1746
3, 6041.477982404368, 2, 271.48664792214, 1761
3, 75301.19646244153, 26, 291.30911417255726, 1768
3, 112786.8732985298, 39, 272.0422761263403, 1778
3, 181995.8162313027, 63, 241.08919511251432, 1798
3, 285892.41093881667, 99, 277.8398819464189, 1806
3, 89683.8958031349, 31, 249.0301186603741, 1807
3, 109902.6741353971, 38, 272.8387802347753, 1818
3, 213781.75813234487, 74, 292.0787565024201, 1842
3, 288756.25330342556, 100, 256.6865793141511, 1851
3, 167563.82561042218, 58, 234.07691043757393, 1863
3, 228130.7016890527, 79, 216.043977004683, 1900
3, 300320.7521668886, 104, 281.2027738127773, 1904
3, 320448.74791336147, 111, 214.22884959780743, 1907
3, 265660.489326935, 92, 240.88794075254162, 1926
3, 294560.1213047209, 102, 290.56324612724165, 1935
3, 352265.24665593036, 122, 295.7752525144725, 1949
3, 11773.010564290316, 4, 233.02789532586007, 1953
3, 300315.304719407, 104, 275.75532633115176, 1965
3, 262748.8509055851, 91, 214.24518664371436, 1969
3, 127249.54311524525, 44, 309.733756636244, 1977
3, 32006.083304316933, 11, 271.1309646646801, 1979
3, 43530.02322865048, 15, 255.08822003377577, 1984
3, 170421.43011903268, 59, 206.68575180694, 1989
3, 233947.34849456925, 81, 262.69944803900904, 1993
3, 303154.2035023564, 105, 229.6584420394774, 1998
3, 135851.5725274507, 47, 256.7761671183679, 1999
3, 3139.823059803217, 1, 254.82739256210272, 2000
3, 196487.56573035047, 68, 307.86035795470644, 2007
3, 182012.90914246405, 63, 258.18210627384695, 2020
3, 101225.33587807845, 35, 250.48752463945186, 2021
3, 225249.85287113715, 78, 220.19082633025383, 2025
3, 182024.8806961691, 63, 270.15365997890905, 2032
3, 17618.434697863333, 6, 308.46069441664685, 2041
3, 346493.4749668486, 120, 293.9948979149128, 2047
3, 202201.1663869589, 70, 251.4696800809195, 2053
3, 58015.571387647105, 20, 315.6580428248265, 2065
3, 112783.32869464663, 39, 268.4976722431686, 2067
3, 57953.785359821966, 20, 253.87201499968444, 2081
3, 6092.515752162502, 2, 322.52441768027427, 2091
3, 40666.71000456084, 14, 276.7706631852444, 2102
3, 92600.1130243244, 32, 280.25167260874645, 2105
3, 346467.2766335121, 120, 267.79656457841276, 2112
3, 254152.8695177658, 88, 273.25080054777516, 2114
3, 55080.225046495034, 19, 265.3073689138694, 2115
3, 248427.8317196013, 86, 318.2043368654802, 2149
3, 199335.94078598684, 69, 271.2397463499773, 2154
3, 141608.0139269525, 49, 243.22623213790078, 2165
3, 138754.09842560312, 48, 274.30639802964856, 2173
3, 32015.75654190001, 11, 280.8042022477584, 2183
3, 340723.527847496, 118, 294.0391130445064, 2184
3, 81116.52835228913, 28, 336.64966953793373, 2195
3, 262835.20013006707, 91, 300.5944111256894, 2256
3, 190680.97959046307, 66, 271.26555254952666, 2258
3, 104178.81110362128, 36, 318.9670829411712, 2327
3, 317626.60822108, 110, 277.08482455739073, 2330
3, 124308.93570930418, 43, 254.1220179362662, 2335
3, 207943.12707107526, 72, 223.4390297150433, 2344
3, 210862.94520398922, 73, 258.26149538791105, 2357
3, 329178.6530869138, 114, 289.1470214268167, 2362
